Y,X,Species,Tissue,Status,Count,Height,PlotN
2,1,XXXothermoss,NA,Live,NA,NA,SP28
2,2,Salix richardsonii,Leaf,Live,1,57.8,SP28
2,2,Salix richardsonii,Stem,Live,1,NA,SP28
2,2,XXXothergram,Leaf,Live,1,NA,SP28
2,2,XXXothergram,Leaf,Live,1,NA,SP28
2,2,XXXlitter,NA,Dead,NA,NA,SP28
2,3,XXXothergram,Leaf,Live,3,24.8,SP28
2,3,XXXothergram,Stem,Live,1,NA,SP28
2,3,XXXothergram,Leaf,Live,4,NA,SP28
2,3,XXXlitter,NA,Dead,NA,NA,SP28
2,3,XXXothermoss,NA,Live,NA,NA,SP28
2,4,Salix richardsonii,Leaf,Live,3,60.2,SP28
2,4,Salix richardsonii,Stem,Live,2,NA,SP28
2,4,XXXothergram,Leaf,Live,1,NA,SP28
2,4,XXXothergram,Stem,Live,1,NA,SP28
2,4,XXXothergram,Stem,Live,1,NA,SP28
2,4,XXXlitter,NA,Dead,NA,NA,SP28
2,4,XXXothermoss,NA,Live,NA,NA,SP28
2,5,Salix richardsonii,Stem,Live,2,33.5,SP28
2,5,Salix richardsonii,Stem,Live,1,NA,SP28
2,5,XXXlitter,NA,Dead,NA,NA,SP28
2,5,XXXothermoss,NA,Live,NA,NA,SP28
2,6,Salix richardsonii,Leaf,Live,1,46.9,SP28
2,6,XXXothergram,Leaf,Live,2,NA,SP28
2,6,XXXothergram,Leaf,Live,2,NA,SP28
2,6,Salix richardsonii,Stem,Live,1,NA,SP28
2,6,XXXlitter,NA,Dead,NA,NA,SP28
2,6,XXXothermoss,NA,Live,NA,NA,SP28
3,1,Salix richardsonii,Stem,Live,2,26,SP28
3,1,XXXothergram,Leaf,Live,3,NA,SP28
3,1,XXXothermoss,NA,Live,1,NA,SP28
3,1,XXXlitter,NA,Dead,NA,NA,SP28
3,1,XXXothermoss,NA,Live,NA,NA,SP28
3,2,Salix richardsonii,Stem,Live,2,54.8,SP28
3,2,XXXothergram,Stem,Live,1,NA,SP28
3,2,XXXlitter,NA,Dead,NA,NA,SP28
3,2,XXXothermoss,NA,Live,NA,NA,SP28
3,3,Salix richardsonii,Leaf,Live,2,59.4,SP28
3,3,Salix richardsonii,Stem,Live,1,NA,SP28
3,3,XXXotherforb,Leaf,Live,2,NA,SP28
3,3,XXXothergram,Leaf,Live,3,NA,SP28
3,3,XXXlitter,NA,Dead,NA,NA,SP28
3,3,XXXothermoss,NA,Live,NA,NA,SP28
3,4,Salix richardsonii,Stem,Live,2,43.2,SP28
3,4,XXXothergram,Leaf,Live,2,NA,SP28
3,4,XXXothergram,Leaf,Live,3,NA,SP28
3,4,XXXlitter,NA,Dead,NA,NA,SP28
3,4,XXXothermoss,NA,Live,NA,NA,SP28
3,5,Salix richardsonii,Leaf,Live,4,63,SP28
3,5,XXXothergram,Leaf,Live,3,NA,SP28
3,5,XXXothergram,Leaf,Live,2,NA,SP28
3,5,XXXothergram,Stem,Live,1,NA,SP28
3,5,Salix richardsonii,Stem,Live,1,NA,SP28
3,5,XXXlitter,NA,Dead,NA,NA,SP28
3,5,XXXothermoss,NA,Live,NA,NA,SP28
3,6,Salix richardsonii,Leaf,Live,5,57.4,SP28
3,6,Salix richardsonii,Stem,Live,1,NA,SP28
3,6,XXXothergram,Leaf,Live,5,NA,SP28
3,6,XXXothergram,Leaf,Live,5,NA,SP28
3,6,XXXlitter,NA,Dead,NA,NA,SP28
3,6,XXXothermoss,NA,Live,NA,NA,SP28
4,1,Salix richardsonii,Leaf,Live,4,23.5,SP28
4,1,Salix richardsonii,Leaf,Live,5,NA,SP28
4,1,XXXlitter,NA,Dead,NA,NA,SP28
4,1,XXXothermoss,NA,Live,NA,NA,SP28
4,2,Salix richardsonii,Leaf,Live,3,56,SP28
4,2,Salix richardsonii,Stem,Live,2,NA,SP28
4,2,Salix richardsonii,Stem,Live,1,NA,SP28
4,2,XXXothergram,Leaf,Live,3,NA,SP28
4,2,XXXlitter,NA,Dead,NA,NA,SP28
4,2,XXXothermoss,NA,Live,NA,NA,SP28
4,3,Salix richardsonii,Leaf,Live,5,55.8,SP28
4,3,Salix richardsonii,Stem,Live,1,NA,SP28
4,3,XXXothergram,Leaf,Live,4,NA,SP28
4,3,XXXlitter,NA,Dead,NA,NA,SP28
4,3,XXXothermoss,NA,Live,NA,NA,SP28
4,4,Salix richardsonii,Leaf,Live,2,50.4,SP28
4,4,Salix richardsonii,Leaf,Live,1,NA,SP28
4,4,Salix richardsonii,Stem,Live,2,NA,SP28
4,4,XXXothergram,Leaf,Live,2,NA,SP28
4,4,XXXothergram,Leaf,Live,1,NA,SP28
4,5,Salix richardsonii,Leaf,Live,2,54.8,SP28
4,5,XXXothergram,Leaf,Live,4,NA,SP28
4,5,Salix richardsonii,Stem,Live,2,NA,SP28
4,5,Equisetum,Leaf,Live,2,NA,SP28
4,5,XXXlitter,NA,Dead,NA,NA,SP28
4,5,XXXothermoss,NA,Live,NA,NA,SP28
4,6,Salix richardsonii,Stem,Live,1,24.8,SP28
4,6,Equisetum,Leaf,Live,4,NA,SP28
4,6,XXXlitter,NA,Dead,NA,NA,SP28
4,6,XXXothermoss,NA,Live,NA,NA,SP28
5,1,Salix richardsonii,Stem,Live,3,41.1,SP28
5,1,Salix richardsonii,Stem,Live,2,NA,SP28
5,1,XXXlitter,NA,Dead,NA,NA,SP28
5,1,XXXothermoss,NA,Live,NA,NA,SP28
5,2,Salix richardsonii,Stem,Live,2,51.7,SP28
5,2,Salix richardsonii,Stem,Live,3,NA,SP28
5,2,Equisetum,Leaf,Live,1,NA,SP28
5,2,XXXlitter,NA,Dead,NA,NA,SP28
5,2,XXXothermoss,NA,Live,NA,NA,SP28
5,3,XXXothergram,Leaf,Live,1,36.9,SP28
5,3,XXXothergram,Leaf,Live,1,NA,SP28
5,3,Equisetum,Leaf,Live,3,NA,SP28
5,3,XXXlitter,NA,Dead,NA,NA,SP28
5,3,XXXothermoss,NA,Live,NA,NA,SP28
5,4,Salix richardsonii,Stem,Live,1,25.5,SP28
5,4,Equisetum,Leaf,Live,8,NA,SP28
5,4,Equisetum,Leaf,Live,1,NA,SP28
5,4,XXXothergram,Leaf,Live,2,NA,SP28
5,4,XXXlitter,NA,Dead,NA,NA,SP28
5,4,XXXothermoss,NA,Live,NA,NA,SP28
5,5,XXXothergram,Leaf,Live,1,28.1,SP28
5,5,Salix richardsonii,Stem,Live,2,NA,SP28
5,5,Salix richardsonii,Stem,Live,1,NA,SP28
5,5,XXXlitter,NA,Dead,NA,NA,SP28
5,5,XXXothermoss,NA,Live,NA,NA,SP28
5,6,Salix richardsonii,Leaf,Live,1,43.4,SP28
5,6,XXXothergram,Leaf,Live,3,NA,SP28
5,6,Equisetum,Leaf,Live,1,NA,SP28
5,6,Equisetum,Stem,Live,1,NA,SP28
5,6,XXXlitter,NA,Dead,NA,NA,SP28
5,6,XXXothermoss,NA,Live,NA,NA,SP28
6,1,Salix richardsonii,Stem,Live,1,40.6,SP28
6,1,Salix richardsonii,Stem,Live,4,NA,SP28
6,1,XXXothergram,Leaf,Live,2,NA,SP28
6,1,XXXlitter,NA,Dead,NA,NA,SP28
6,1,XXXothermoss,NA,Live,NA,NA,SP28
6,2,Equisetum,Leaf,Live,2,18,SP28
6,2,Salix richardsonii,Stem,Live,1,NA,SP28
6,2,XXXlitter,NA,Dead,NA,NA,SP28
6,2,XXXothermoss,NA,Live,NA,NA,SP28
6,3,Salix richardsonii,Leaf,Live,1,76.2,SP28
6,3,XXXothergram,Leaf,Live,3,NA,SP28
6,3,XXXlitter,NA,Dead,NA,NA,SP28
6,3,XXXothermoss,NA,Live,NA,NA,SP28
6,4,Salix richardsonii,Leaf,Live,3,58.1,SP28
6,4,Salix richardsonii,Stem,Live,1,NA,SP28
6,4,Salix richardsonii,Stem,Live,1,NA,SP28
6,4,XXXlitter,NA,Dead,NA,NA,SP28
6,4,XXXothermoss,NA,Live,NA,NA,SP28
6,5,Salix richardsonii,Leaf,Live,2,47.4,SP28
6,5,Salix richardsonii,Stem,Live,2,NA,SP28
6,5,Salix richardsonii,Stem,Live,2,NA,SP28
6,5,XXXothergram,Leaf,Live,2,NA,SP28
6,5,XXXlitter,NA,Dead,NA,NA,SP28
6,5,XXXothermoss,NA,Live,NA,NA,SP28
6,6,Salix richardsonii,Stem,Live,3,40.9,SP28
6,6,Equisetum,Leaf,Live,1,NA,SP28
6,6,XXXlitter,NA,Dead,NA,NA,SP28
6,6,XXXothermoss,NA,Live,NA,NA,SP28
1,1,Salix richardsonii,Leaf,Live,3,56.7,SP29
1,1,Salix richardsonii,Stem,Live,2,NA,SP29
1,1,Equisetum,Leaf,Live,1,NA,SP29
1,1,XXXothergram,Leaf,Live,1,NA,SP29
1,1,XXXlitter,NA,Dead,NA,NA,SP29
1,2,Salix richardsonii,Leaf,Live,3,51.1,SP29
1,2,XXXothergram,Leaf,Live,2,NA,SP29
1,2,Salix richardsonii,Stem,Live,1,NA,SP29
1,2,XXXothergram,Leaf,Live,1,NA,SP29
1,2,XXXlitter,NA,Dead,NA,NA,SP29
1,2,XXXothermoss,NA,Live,NA,NA,SP29
1,3,Salix richardsonii,Leaf,Live,2,60.7,SP29
1,3,Salix richardsonii,Stem,Live,1,NA,SP29
1,3,XXXothergram,Leaf,Live,1,NA,SP29
1,3,XXXothergram,Leaf,Live,3,NA,SP29
1,3,Equisetum,Leaf,Live,3,NA,SP29
1,3,XXXlitter,NA,Dead,NA,NA,SP29
1,3,XXXothermoss,NA,Live,NA,NA,SP29
1,4,Salix richardsonii,Leaf,Live,4,54.1,SP29
1,4,Salix richardsonii,Stem,Live,2,NA,SP29
1,4,Equisetum,Leaf,Live,1,NA,SP29
1,4,XXXothergram,Leaf,Live,4,NA,SP29
1,4,XXXlitter,NA,Dead,NA,NA,SP29
1,4,XXXothermoss,NA,Live,NA,NA,SP29
1,5,Salix richardsonii,Leaf,Live,3,46.8,SP29
1,5,Salix richardsonii,Stem,Live,1,NA,SP29
1,5,XXXothergram,Leaf,Live,1,NA,SP29
1,5,XXXothergram,Leaf,Live,2,NA,SP29
1,5,XXXlitter,NA,Dead,NA,NA,SP29
1,6,XXXothergram,Leaf,Live,1,17,SP29
1,6,XXXothergram,Leaf,Live,1,NA,SP29
1,6,Salix arctica,Leaf,Live,1,NA,SP29
1,6,XXXlitter,NA,Dead,NA,NA,SP29
1,6,XXXothermoss,NA,Live,NA,NA,SP29
2,1,Salix richardsonii,Leaf,Live,1,39.3,SP29
2,1,Equisetum,Leaf,Live,6,NA,SP29
2,1,XXXlitter,NA,Dead,NA,NA,SP29
2,1,XXXothermoss,NA,Live,NA,NA,SP29
2,2,Salix richardsonii,Leaf,Live,3,46.6,SP29
2,2,Salix richardsonii,Stem,Live,2,NA,SP29
2,2,Equisetum,Leaf,Live,1,NA,SP29
2,2,XXXothergram,Leaf,Live,2,NA,SP29
2,2,XXXothermoss,NA,Live,NA,NA,SP29
2,3,Salix richardsonii,Leaf,Live,2,45,SP29
2,3,Equisetum,Leaf,Live,1,NA,SP29
2,3,Equisetum,Leaf,Live,2,NA,SP29
2,3,Salix richardsonii,Stem,Live,1,NA,SP29
2,3,XXXothergram,Leaf,Live,3,NA,SP29
2,3,XXXlitter,NA,Dead,NA,NA,SP29
2,3,XXXothermoss,NA,Live,NA,NA,SP29
2,4,Salix richardsonii,Stem,Live,2,32.2,SP29
2,4,Equisetum,Leaf,Live,5,NA,SP29
2,4,XXXothergram,Leaf,Live,1,NA,SP29
2,4,XXXothergram,Leaf,Live,1,NA,SP29
2,4,XXXothergram,Stem,Live,NA,NA,SP29
2,4,XXXlitter,NA,Dead,NA,NA,SP29
2,4,XXXothermoss,NA,Live,NA,NA,SP29
2,5,Salix richardsonii,Leaf,Live,1,45.7,SP29
2,5,XXXothergram,Leaf,Live,2,NA,SP29
2,5,XXXothergram,Leaf,Live,2,NA,SP29
2,5,XXXlitter,NA,Dead,NA,NA,SP29
2,5,XXXothermoss,NA,Live,NA,NA,SP29
2,6,XXXothergram,Leaf,Live,1,42.3,SP29
2,6,Equisetum,Leaf,Live,1,NA,SP29
2,6,XXXlitter,NA,Dead,NA,NA,SP29
3,1,Salix richardsonii,Leaf,Live,4,47.2,SP29
3,1,XXXothergram,Leaf,Live,2,NA,SP29
3,1,XXXothergram,Leaf,Live,1,NA,SP29
3,1,Salix richardsonii,Stem,Live,1,NA,SP29
3,1,XXXlitter,NA,Dead,NA,NA,SP29
3,1,XXXothermoss,NA,Live,NA,NA,SP29
3,2,Salix richardsonii,Leaf,Live,1,47.8,SP29
3,2,XXXothergram,Leaf,Live,2,NA,SP29
3,2,Equisetum,Stem,Live,1,NA,SP29
3,2,XXXlitter,NA,Dead,NA,NA,SP29
3,2,XXXothermoss,NA,Live,NA,NA,SP29
3,3,Salix richardsonii,Leaf,Live,3,41.8,SP29
3,3,Salix richardsonii,Leaf,Live,1,NA,SP29
3,3,XXXothergram,Leaf,Live,1,NA,SP29
3,3,XXXothergram,Leaf,Live,3,NA,SP29
3,3,Salix richardsonii,Stem,Live,1,NA,SP29
3,3,XXXotherforb,Leaf,Live,1,NA,SP29
3,3,XXXlitter,NA,Dead,NA,NA,SP29
3,4,Salix richardsonii,Leaf,Live,2,44.4,SP29
3,4,XXXothergram,Leaf,Live,5,NA,SP29
3,4,XXXothergram,Leaf,Live,3,NA,SP29
3,4,Salix richardsonii,Stem,Live,1,NA,SP29
3,4,Equisetum,Leaf,Live,3,NA,SP29
3,4,XXXlitter,NA,Dead,NA,NA,SP29
3,4,XXXothermoss,NA,Live,NA,NA,SP29
3,5,Salix richardsonii,Leaf,Live,1,51.1,SP29
3,5,XXXothergram,Leaf,Live,3,NA,SP29
3,5,XXXothergram,Stem,Live,1,NA,SP29
3,5,XXXlitter,NA,Dead,NA,NA,SP29
3,5,XXXothermoss,NA,Live,NA,NA,SP29
3,6,XXXothergram,Leaf,Live,2,22.4,SP29
3,6,XXXothergram,Leaf,Live,4,NA,SP29
3,6,Salix richardsonii,Stem,Live,1,NA,SP29
3,6,XXXlitter,NA,Dead,NA,NA,SP29
3,6,XXXothermoss,NA,Live,NA,NA,SP29
4,1,Salix richardsonii,Leaf,Live,1,60.2,SP29
4,1,Salix richardsonii,Stem,Live,2,NA,SP29
4,1,XXXothergram,Leaf,Live,1,NA,SP29
4,1,XXXothergram,Leaf,Live,1,NA,SP29
4,1,XXXlitter,NA,Dead,NA,NA,SP29
4,1,XXXothermoss,NA,Live,NA,NA,SP29
4,2,Salix richardsonii,Leaf,Live,2,51.2,SP29
4,2,XXXlitter,NA,Dead,NA,NA,SP29
4,2,XXXothermoss,NA,Live,NA,NA,SP29
4,3,Salix richardsonii,Leaf,Live,1,36.5,SP29
4,3,Salix richardsonii,Stem,Live,1,NA,SP29
4,3,Salix richardsonii,Stem,Live,1,NA,SP29
4,3,XXXothergram,Leaf,Live,1,NA,SP29
4,3,XXXothermoss,NA,Live,NA,NA,SP29
4,4,Salix richardsonii,Leaf,Live,5,50.8,SP29
4,4,XXXothergram,Leaf,Live,2,NA,SP29
4,4,XXXothergram,Leaf,Live,2,NA,SP29
4,4,Salix richardsonii,Stem,Live,1,NA,SP29
4,4,Equisetum,Stem,Live,1,NA,SP29
4,4,XXXlitter,NA,Dead,NA,NA,SP29
4,5,Salix richardsonii,Leaf,Live,1,40,SP29
4,5,XXXothergram,Leaf,Live,2,NA,SP29
4,5,XXXothergram,Leaf,Live,2,NA,SP29
4,5,Equisetum,Leaf,Live,3,NA,SP29
4,5,XXXlitter,NA,Dead,NA,NA,SP29
4,5,XXXothermoss,NA,Live,NA,NA,SP29
4,6,XXXlitter,NA,Dead,NA,0,SP29
4,6,XXXothermoss,NA,Live,NA,NA,SP29
5,1,XXXothergram,Leaf,Live,1,29.4,SP29
5,1,Salix richardsonii,Stem,Live,1,NA,SP29
5,1,XXXlitter,NA,Dead,NA,NA,SP29
5,1,XXXothermoss,NA,Live,NA,NA,SP29
5,2,Salix richardsonii,Leaf,Live,1,41.2,SP29
5,2,XXXothergram,Leaf,Live,2,NA,SP29
5,2,Salix richardsonii,Stem,Live,1,NA,SP29
5,2,XXXlitter,NA,Dead,NA,NA,SP29
5,2,XXXothermoss,NA,Live,NA,NA,SP29
5,3,Salix richardsonii,Leaf,Live,5,56.9,SP29
5,3,Salix richardsonii,Stem,Live,2,NA,SP29
5,3,Salix richardsonii,Stem,Live,2,NA,SP29
5,3,XXXothergram,Leaf,Live,1,NA,SP29
5,3,XXXlitter,NA,Dead,NA,NA,SP29
5,3,XXXothermoss,NA,Live,NA,NA,SP29
5,4,Salix richardsonii,Leaf,Live,1,61.6,SP29
5,4,Salix richardsonii,Leaf,Live,2,NA,SP29
5,4,XXXothergram,Leaf,Live,7,NA,SP29
5,4,XXXothergram,Leaf,Live,1,NA,SP29
5,4,XXXothergram,Stem,Live,1,NA,SP29
5,4,XXXotherforb,Leaf,Live,1,NA,SP29
5,4,XXXlitter,NA,Dead,NA,NA,SP29
5,5,Salix richardsonii,Leaf,Live,2,50.3,SP29
5,5,Equisetum,Leaf,Live,1,NA,SP29
5,5,XXXothergram,Leaf,Live,2,NA,SP29
5,5,XXXlitter,NA,Dead,NA,NA,SP29
5,5,XXXothermoss,NA,Live,NA,NA,SP29
5,6,Salix richardsonii,Stem,Live,1,38.4,SP29
5,6,XXXothergram,Leaf,Live,1,NA,SP29
5,6,Equisetum,Leaf,Live,3,NA,SP29
5,6,XXXothermoss,NA,Live,NA,NA,SP29
6,1,Salix richardsonii,Leaf,Live,2,57.8,SP29
6,1,XXXlitter,NA,Dead,NA,NA,SP29
6,1,XXXothermoss,NA,Live,NA,NA,SP29
6,2,Salix richardsonii,Leaf,Live,2,56,SP29
6,2,XXXothergram,Leaf,Live,3,NA,SP29
6,2,XXXothergram,Leaf,Live,2,NA,SP29
6,2,XXXlitter,NA,Dead,NA,NA,SP29
6,2,XXXothermoss,NA,Live,NA,NA,SP29
6,3,Salix richardsonii,Leaf,Live,1,41.1,SP29
6,3,XXXothergram,Leaf,Live,2,NA,SP29
6,3,XXXothergram,Leaf,Live,2,NA,SP29
6,3,Salix richardsonii,Stem,Live,2,NA,SP29
6,3,XXXlitter,NA,Dead,NA,NA,SP29
6,3,XXXothermoss,NA,Live,NA,NA,SP29
6,4,Salix richardsonii,Leaf,Live,6,48.4,SP29
6,4,Salix richardsonii,Stem,Live,2,NA,SP29
6,4,XXXothergram,Leaf,Live,3,NA,SP29
6,4,Equisetum,Leaf,Live,3,NA,SP29
6,4,XXXlitter,NA,Dead,NA,NA,SP29
6,4,XXXothermoss,NA,Live,NA,NA,SP29
6,5,Salix richardsonii,Leaf,Live,1,42.9,SP29
6,5,Salix richardsonii,Stem,Live,2,NA,SP29
6,5,XXXothergram,Leaf,Live,1,NA,SP29
6,5,XXXlitter,NA,Dead,NA,NA,SP29
6,5,XXXothermoss,NA,Live,NA,NA,SP29
6,6,Salix richardsonii,Leaf,Live,2,49,SP29
6,6,Salix richardsonii,Stem,Live,1,NA,SP29
6,6,Salix richardsonii,Stem,Live,1,NA,SP29
6,6,XXXlitter,NA,Dead,NA,NA,SP29
6,6,XXXothermoss,NA,Live,NA,NA,SP29
1,1,Salix richardsonii,Leaf,Live,2,48.4,SP30
1,1,Salix richardsonii,Stem,Live,1,NA,SP30
1,1,XXXlitter,NA,Dead,NA,NA,SP30
1,2,Salix richardsonii,Stem,Live,3,25.5,SP30
1,2,XXXothergram,Leaf,Live,1,NA,SP30
1,2,XXXlitter,NA,Dead,NA,NA,SP30
1,2,XXXothermoss,NA,Live,NA,NA,SP30
1,3,Salix richardsonii,Leaf,Live,4,52.1,SP30
1,3,Salix richardsonii,Stem,Live,2,NA,SP30
1,3,Salix richardsonii,Stem,Live,3,NA,SP30
1,3,XXXothermoss,NA,Live,NA,NA,SP30
1,4,Salix richardsonii,Leaf,Live,5,55.7,SP30
1,4,XXXothergram,Leaf,Live,2,NA,SP30
1,4,XXXothergram,Leaf,Live,1,NA,SP30
1,4,XXXlitter,NA,Dead,NA,NA,SP30
1,4,XXXothermoss,NA,Live,NA,NA,SP30
1,5,Salix richardsonii,Leaf,Live,2,51.5,SP30
1,5,XXXlitter,NA,Dead,NA,NA,SP30
1,5,XXXothermoss,NA,Live,NA,NA,SP30
1,6,Salix richardsonii,Stem,Live,1,20.9,SP30
1,6,XXXothermoss,NA,Live,NA,NA,SP30
2,1,Salix richardsonii,Leaf,Live,4,48.7,SP30
2,1,Salix richardsonii,Stem,Live,1,NA,SP30
2,1,Salix richardsonii,Stem,Live,1,NA,SP30
2,1,XXXothergram,Leaf,Live,1,NA,SP30
2,1,XXXothergram,Leaf,Live,1,NA,SP30
2,1,XXXlitter,NA,Dead,NA,NA,SP30
2,1,XXXothermoss,NA,Live,NA,NA,SP30
2,2,Salix richardsonii,Leaf,Live,8,56.1,SP30
2,2,Salix richardsonii,Stem,Live,1,NA,SP30
2,2,Salix richardsonii,Stem,Live,3,NA,SP30
2,2,XXXothergram,Leaf,Live,1,NA,SP30
2,2,XXXlitter,NA,Dead,NA,NA,SP30
2,2,XXXothermoss,NA,Live,NA,NA,SP30
2,3,Salix richardsonii,Leaf,Live,1,49.1,SP30
2,3,XXXothergram,Leaf,Live,1,NA,SP30
2,3,XXXothermoss,NA,Live,NA,NA,SP30
2,4,Salix richardsonii,Leaf,Live,3,53.8,SP30
2,4,Salix richardsonii,Stem,Live,1,NA,SP30
2,4,XXXothergram,Leaf,Live,1,NA,SP30
2,4,XXXlitter,NA,Dead,NA,NA,SP30
2,4,XXXothermoss,NA,Live,NA,NA,SP30
2,5,Salix richardsonii,Stem,Live,1,48.8,SP30
2,5,Salix richardsonii,Stem,Live,1,NA,SP30
2,5,XXXothermoss,NA,Live,NA,NA,SP30
2,5,XXXothergram,Leaf,Live,1,NA,SP30
2,6,Salix richardsonii,Stem,Live,2,25.7,SP30
2,6,XXXlitter,NA,Dead,NA,NA,SP30
2,6,XXXothermoss,NA,Live,NA,NA,SP30
3,1,Salix richardsonii,Leaf,Live,5,46.3,SP30
3,1,Salix richardsonii,Stem,Live,1,NA,SP30
3,1,XXXothergram,Leaf,Live,2,NA,SP30
3,1,XXXlitter,NA,Dead,NA,NA,SP30
3,1,XXXothermoss,NA,Live,NA,NA,SP30
3,2,Salix richardsonii,Stem,Live,4,43.4,SP30
3,2,Salix richardsonii,Stem,Live,1,NA,SP30
3,2,XXXothergram,Leaf,Live,1,NA,SP30
3,2,XXXothermoss,NA,Live,NA,NA,SP30
3,3,Salix richardsonii,Leaf,Live,4,40.9,SP30
3,3,Salix richardsonii,Stem,Live,1,NA,SP30
3,3,XXXothergram,Leaf,Live,1,NA,SP30
3,3,XXXothermoss,NA,Live,NA,NA,SP30
3,4,XXXothergram,Leaf,Live,1,4.3,SP30
3,4,Salix richardsonii,Stem,Live,1,NA,SP30
3,4,XXXlitter,NA,Dead,NA,NA,SP30
3,4,XXXothermoss,NA,Live,NA,NA,SP30
3,5,Salix richardsonii,Stem,Live,2,32.7,SP30
3,5,Salix richardsonii,Stem,Live,1,NA,SP30
3,5,XXXlitter,NA,Dead,NA,NA,SP30
3,5,XXXothermoss,NA,Live,NA,NA,SP30
3,6,Salix richardsonii,Flower,Live,1,49.6,SP30
3,6,Salix richardsonii,Stem,Live,3,NA,SP30
3,6,XXXothergram,Leaf,Live,7,NA,SP30
3,6,XXXlitter,NA,Dead,NA,NA,SP30
3,6,XXXothermoss,NA,Live,NA,NA,SP30
4,1,XXXothergram,Leaf,Live,2,0.4,SP30
4,1,XXXlitter,NA,Dead,NA,NA,SP30
4,1,XXXothermoss,NA,Live,NA,NA,SP30
4,2,Salix richardsonii,Flower,Live,1,58.1,SP30
4,2,Salix richardsonii,Leaf,Live,2,NA,SP30
4,2,Salix richardsonii,Stem,Live,3,NA,SP30
4,2,Salix richardsonii,Stem,Live,3,NA,SP30
4,2,XXXothergram,Leaf,Live,1,NA,SP30
4,2,XXXlitter,NA,Dead,NA,NA,SP30
4,2,XXXothermoss,NA,Live,NA,NA,SP30
4,3,Salix richardsonii,Leaf,Live,1,55.1,SP30
4,3,Salix richardsonii,Leaf,Live,5,NA,SP30
4,3,XXXothergram,Leaf,Live,3,NA,SP30
4,3,XXXothergram,Leaf,Live,2,NA,SP30
4,3,Salix richardsonii,Stem,Live,2,NA,SP30
4,3,XXXlitter,NA,Dead,NA,NA,SP30
4,3,XXXothermoss,NA,Live,NA,NA,SP30
4,4,Salix richardsonii,Stem,Live,1,25.4,SP30
4,4,Equisetum,Leaf,Live,4,NA,SP30
4,4,Salix richardsonii,Stem,Live,1,NA,SP30
4,4,XXXlitter,NA,Dead,NA,NA,SP30
4,4,XXXothermoss,NA,Live,NA,NA,SP30
4,5,Salix richardsonii,Stem,Live,1,15.5,SP30
4,5,Equisetum,Leaf,Live,1,NA,SP30
4,5,XXXlitter,NA,Dead,NA,NA,SP30
4,5,XXXothermoss,NA,Live,NA,NA,SP30
4,6,Salix richardsonii,Leaf,Live,2,45.4,SP30
4,6,Salix richardsonii,Stem,Live,1,NA,SP30
4,6,Salix richardsonii,Stem,Live,1,NA,SP30
4,6,XXXothergram,Flower stalk,Live,1,NA,SP30
4,6,XXXlitter,NA,Dead,NA,NA,SP30
4,6,XXXothermoss,NA,Live,NA,NA,SP30
5,1,Salix richardsonii,Leaf,Live,4,58.8,SP30
5,1,Salix richardsonii,Stem,Live,1,NA,SP30
5,1,XXXothergram,Stem,Live,1,NA,SP30
5,1,XXXothergram,Leaf,Live,5,NA,SP30
5,1,XXXlitter,NA,Dead,NA,NA,SP30
5,1,XXXothermoss,NA,Live,NA,NA,SP30
5,2,Salix richardsonii,Stem,Live,4,41.6,SP30
5,2,XXXlitter,NA,Dead,NA,NA,SP30
5,2,XXXothermoss,NA,Live,NA,NA,SP30
5,3,Salix richardsonii,Leaf,Live,2,53.1,SP30
5,3,Salix richardsonii,Stem,Live,2,NA,SP30
5,3,Salix richardsonii,Stem,Live,1,NA,SP30
5,3,XXXothermoss,NA,Live,NA,NA,SP30
5,4,Salix richardsonii,Leaf,Live,2,46,SP30
5,4,Salix richardsonii,Stem,Live,1,NA,SP30
5,4,Salix richardsonii,Stem,Live,1,NA,SP30
5,4,XXXothergram,Leaf,Live,4,NA,SP30
5,4,XXXlitter,NA,Dead,NA,NA,SP30
5,4,XXXothermoss,NA,Live,NA,NA,SP30
5,5,Salix richardsonii,Stem,Live,1,20.5,SP30
5,5,Salix richardsonii,Stem,Live,1,NA,SP30
5,5,XXXothergram,Leaf,Live,2,NA,SP30
5,5,XXXothergram,Leaf,Live,1,NA,SP30
5,5,XXXlitter,NA,Dead,NA,NA,SP30
5,5,XXXothermoss,NA,Live,NA,NA,SP30
6,6,Salix richardsonii,Stem,Live,2,29.8,SP30
6,6,XXXotherforb,Leaf,Live,1,NA,SP30
6,6,XXXothergram,Leaf,Live,2,NA,SP30
6,6,XXXlitter,NA,Dead,NA,NA,SP30
6,6,XXXothermoss,NA,Live,NA,NA,SP30
6,1,Salix richardsonii,Stem,Live,4,40.1,SP30
6,1,XXXothergram,Leaf,Live,1,NA,SP30
6,1,XXXothergram,Leaf,Live,4,NA,SP30
6,1,XXXlitter,NA,Dead,NA,NA,SP30
6,1,XXXothermoss,NA,Live,NA,NA,SP30
6,2,Salix richardsonii,Leaf,Live,4,58.1,SP30
6,2,Salix richardsonii,Stem,Live,1,NA,SP30
6,2,XXXothergram,Leaf,Live,2,NA,SP30
6,2,XXXlitter,NA,Dead,NA,NA,SP30
6,2,XXXothermoss,NA,Live,NA,NA,SP30
6,3,Salix richardsonii,Stem,Live,2,8.1,SP30
6,3,XXXothergram,Leaf,Live,4,NA,SP30
6,3,XXXlitter,NA,Dead,NA,NA,SP30
